data;vazao;nivel;chuva;Interpolado chuva;Interpolado vazão
13/11/2018;12,86904762;216,9047619;7,327854852;Sim;Não
14/11/2018;9,715625;194,5104167;0;Não;Não
15/11/2018;7,452083333;177,2916667;0;Não;Não
16/11/2018;9,189583333;189,8333333;0;Não;Não
17/11/2018;17,6625;245,9791667;41,6;Não;Não
18/11/2018;9,763541667;194,875;3,8;Não;Não
19/11/2018;7,536458333;177,8958333;0;Não;Não
20/11/2018;27,32708333;284,1875;38,8;Não;Não
21/11/2018;42,63020833;353,6875;18,6;Não;Não
22/11/2018;20,65625;263,6354167;4,2;Não;Não
23/11/2018;14,38645833;226,9583333;2;Não;Não
24/11/2018;11,43125;206,7708333;0;Não;Não
25/11/2018;9,569791667;193,6354167;0;Não;Não
26/11/2018;8,554166667;185,9583333;0;Não;Não
27/11/2018;8,628125;186,5625;4;Não;Não
28/11/2018;12,915625;216,5520833;0;Não;Não
29/11/2018;8,89375;188,5;0;Não;Não
30/11/2018;7,394791667;176,7291667;0;Não;Não
01/12/2018;7,998958333;181,65625;14;Não;Não
02/12/2018;10,05833333;196,1875;0,2;Não;Não
03/12/2018;39,91354167;344,8333333;69,4;Não;Não
04/12/2018;19,13333333;255,1770833;8,4;Não;Não
05/12/2018;13,78541667;222,9166667;0,8;Não;Não
06/12/2018;16,284375;238,2604167;11,6;Não;Não
07/12/2018;12,09791667;211,25;0,2;Não;Não
08/12/2018;46,971875;367,2395833;46,4;Não;Não
09/12/2018;31,71875;314,6458333;4,6;Não;Não
10/12/2018;20,28020833;262;0;Não;Não
11/12/2018;16,84270833;242,3958333;0;Não;Não
12/12/2018;15,675;235,3541667;0,4;Não;Não
13/12/2018;14,43958333;227,1979167;0;Não;Não
14/12/2018;14,74895833;228,65625;4,4;Não;Não
15/12/2018;10,58958333;200,8541667;0;Não;Não
16/12/2018;9,13125;190,3645833;0;Não;Não
17/12/2018;8,091666667;182,3854167;0;Não;Não
18/12/2018;7,295833333;176,0416667;0;Não;Não
19/12/2018;6,544791667;169,7604167;0;Não;Não
20/12/2018;6,448958333;168,8645833;0;Não;Não
21/12/2018;7,03125;173,71875;16;Não;Não
22/12/2018;5,820833333;163,4583333;6,6;Não;Não
23/12/2018;5,452083333;160,0833333;0;Não;Não
24/12/2018;8,946;188,96;7;Não;Não
25/12/2018;8,420310032;;44,6;Não;Sim
26/12/2018;10,49705889;;41,4;Não;Sim
27/12/2018;49,95309598;;38;Não;Sim
28/12/2018;57,55190513;;66,6;Não;Sim
29/12/2018;67,05116359;;6,2;Não;Sim
30/12/2018;38,0181149;;20,4;Não;Sim
31/12/2018;42,19113506;;1,4;Não;Sim
01/01/2019;27,02817905;;0,2;Não;Sim
02/01/2019;19,88575663;;0;Não;Sim
03/01/2019;16,62550993;;0;Não;Sim
04/01/2019;14,33859607;;0;Não;Sim
05/01/2019;13,0656536;;0,2;Não;Sim
06/01/2019;11,45804081;;0;Não;Sim
07/01/2019;10,52972909;;0;Não;Sim
08/01/2019;9,896245986;;0;Não;Sim
09/01/2019;9,290652073;;0;Não;Sim
10/01/2019;8,525691341;;0;Não;Sim
11/01/2019;8,135242634;;0;Não;Sim
12/01/2019;7,68503137;;0;Não;Sim
13/01/2019;7,324463942;;0;Não;Sim
14/01/2019;6,930827898;;0;Não;Sim
15/01/2019;6,557909542;;0;Não;Sim
16/01/2019;6,347943757;;0;Não;Sim
17/01/2019;6,05072464;;0;Não;Sim
18/01/2019;5,763864365;;0;Não;Sim
19/01/2019;5,480789052;;0;Não;Sim
20/01/2019;5,109663572;;0;Não;Sim
21/01/2019;4,948503876;;0;Não;Sim
22/01/2019;4,773997209;;0;Não;Sim
23/01/2019;4,704473435;;0;Não;Sim
24/01/2019;4,496898153;;0;Não;Sim
25/01/2019;4,310040557;;0;Não;Sim
26/01/2019;4,258644758;;0;Não;Sim
27/01/2019;4,07079112;;0;Não;Sim
28/01/2019;3,965011394;;0;Não;Sim
29/01/2019;3,947281835;;0;Não;Sim
30/01/2019;3,77516567;;0;Não;Sim
31/01/2019;3,732734255;;0;Não;Sim
01/02/2019;3,65783185;;0;Não;Sim
02/02/2019;3,459021743;;0;Não;Sim
03/02/2019;3,423363417;;0;Não;Sim
04/02/2019;3,3014478;;0;Não;Sim
05/02/2019;4,057444149;;7,2;Não;Sim
06/02/2019;7,139200014;;29;Não;Sim
07/02/2019;11,01579789;;15;Não;Sim
08/02/2019;8,92809256;;5,4;Não;Sim
09/02/2019;12,17120733;;9,4;Não;Sim
10/02/2019;6,702933347;;0;Não;Sim
11/02/2019;5,326601655;;0;Não;Sim
12/02/2019;4,624391608;;0;Não;Sim
13/02/2019;6,765285615;;0;Não;Sim
14/02/2019;9,185071555;;31,8;Não;Sim
15/02/2019;5,839364396;;0;Não;Sim
16/02/2019;7,884638311;;0;Não;Sim
17/02/2019;12,20706486;;12,8;Não;Sim
18/02/2019;10,13928039;;0,6;Não;Sim
19/02/2019;20,82880978;;17;Não;Sim
20/02/2019;10,42614066;;0,2;Não;Sim
21/02/2019;8,191021021;;0;Não;Sim
22/02/2019;8,157155572;;3,2;Não;Sim
23/02/2019;6,957920258;;0,2;Não;Sim
24/02/2019;6,603329085;;0;Não;Sim
25/02/2019;5,717847196;;0;Não;Sim
26/02/2019;5,371025156;;0;Não;Sim
27/02/2019;6,256507045;;3;Não;Sim
28/02/2019;5,376204577;;0;Não;Sim
01/03/2019;5,206877332;;0;Não;Sim
02/03/2019;4,735738688;;0;Não;Sim
03/03/2019;4,355293023;;0;Não;Sim
04/03/2019;4,031547041;;0;Não;Sim
05/03/2019;7,661126347;;0;Não;Sim
06/03/2019;8,535651767;;12,4;Não;Sim
07/03/2019;6,001719343;;12,4;Não;Sim
08/03/2019;4,886151608;;0;Não;Sim
09/03/2019;4,443908685;;0;Não;Sim
10/03/2019;7,792603973;;0;Não;Sim
11/03/2019;5,712866983;;26,2;Não;Sim
12/03/2019;6,43798601;;9,8;Não;Sim
13/03/2019;4,906072461;;0;Não;Sim
14/03/2019;4,47976622;;0;Não;Sim
15/03/2019;8,338435329;;0;Não;Sim
16/03/2019;20,17341374;;30,6;Não;Sim
17/03/2019;12,72102286;;14,8;Não;Sim
18/03/2019;7,84838236;;0;Não;Sim
19/03/2019;11,29269774;;1,8;Não;Sim
20/03/2019;15,01590505;;66,6;Não;Sim
21/03/2019;15,87847796;;8,2;Não;Sim
22/03/2019;18,05781921;;27,6;Não;Sim
23/03/2019;15,05574676;;11,2;Não;Sim
24/03/2019;12,74691996;;0,4;Não;Sim
25/03/2019;9,991866078;;0,2;Não;Sim
26/03/2019;8,374292863;;0;Não;Sim
27/03/2019;7,35434522;;0;Não;Sim
28/03/2019;6,728830455;;0;Não;Sim
29/03/2019;6,609305341;;2;Não;Sim
30/03/2019;11,29070565;;17,2;Não;Sim
31/03/2019;7,971294019;;0;Não;Sim
01/04/2019;7,037603667;;1,2;Não;Sim
02/04/2019;6,593368659;;3,6;Não;Sim
03/04/2019;6,452727441;;0;Não;Sim
04/04/2019;5,867452797;;0;Não;Sim
05/04/2019;4,741924637;;0,4;Não;Sim
06/04/2019;4,448291273;;0;Não;Sim
07/04/2019;4,075173707;;0;Não;Sim
08/04/2019;3,894690785;;0;Não;Sim
09/04/2019;3,916802931;;0;Não;Sim
10/04/2019;11,55306328;;29,6;Não;Sim
11/04/2019;9,653410795;;11;Não;Sim
12/04/2019;6,176425218;;0,4;Não;Sim
13/04/2019;5,157672827;;0,2;Não;Sim
14/04/2019;4,659850725;;0;Não;Sim
15/04/2019;6,036580834;;0;Não;Sim
16/04/2019;11,33552757;;16;Não;Sim
17/04/2019;35,00389072;;20,2;Não;Sim
18/04/2019;19,71642938;;2,4;Não;Sim
19/04/2019;10,8898981;;0,2;Não;Sim
20/04/2019;8,614737551;;0;Não;Sim
21/04/2019;7,38681621;;0;Não;Sim
22/04/2019;9,880309304;;0;Não;Sim
23/04/2019;11,92120063;;0,2;Não;Sim
24/04/2019;9,660183885;;0;Não;Sim
25/04/2019;10,17832526;;0;Não;Sim
26/04/2019;8,210344248;;0;Não;Sim
27/04/2019;7,080234291;;0;Não;Sim
28/04/2019;6,498545401;;0;Não;Sim
29/04/2019;12,19351868;;15,6;Não;Sim
30/04/2019;11,52955667;;8,6;Não;Sim
01/05/2019;8,230862726;;0,2;Não;Sim
02/05/2019;7,220477092;;0;Não;Sim
03/05/2019;6,673052068;;0;Não;Sim
04/05/2019;6,448145645;;25,8;Não;Sim
05/05/2019;5,942554411;;0;Não;Sim
06/05/2019;5,52700543;;0;Não;Sim
07/05/2019;5,1383496;;0;Não;Sim
08/05/2019;5,753505522;;46,4;Não;Sim
09/05/2019;6,848953195;;3,2;Não;Sim
10/05/2019;5,802112402;;0,2;Não;Sim
11/05/2019;5,605892006;;0;Não;Sim
12/05/2019;5,142134562;;0;Não;Sim
13/05/2019;4,787742598;;0;Não;Sim
14/05/2019;4,634750451;;0,2;Não;Sim
15/05/2019;4,580764941;;0;Não;Sim
16/05/2019;5,566249509;;12,6;Não;Sim
17/05/2019;8,59740641;;16;Não;Sim
18/05/2019;12,46603595;;15,2;Não;Sim
19/05/2019;11,649281;;7,2;Não;Sim
20/05/2019;8,013725435;;0;Não;Sim
21/05/2019;6,395753803;;0;Não;Sim
22/05/2019;5,752509479;;0;Não;Sim
23/05/2019;5,332777119;;0;Não;Sim
24/05/2019;4,895713618;;0,2;Não;Sim
25/05/2019;4,672998488;;0;Não;Sim
26/05/2019;4,451080192;;0;Não;Sim
27/05/2019;4,23414211;;0;Não;Sim
28/05/2019;4,018797695;;0;Não;Sim
29/05/2019;3,92636494;;0;Não;Sim
30/05/2019;3,835326645;;0;Não;Sim
31/05/2019;3,76301395;;0;Não;Sim
01/06/2019;3,599264544;;0;Não;Sim
02/06/2019;3,4837236;;0;Não;Sim
03/06/2019;3,533525731;;0;Não;Sim
04/06/2019;4,342312338;;1,4;Não;Sim
05/06/2019;3,894093159;;0,2;Não;Sim
06/06/2019;3,31638844;;0,4;Não;Sim
07/06/2019;3,252641712;;0;Não;Sim
08/06/2019;3,099251149;;0;Não;Sim
09/06/2019;3,015583569;;0;Não;Sim
10/06/2019;2,993670631;;0;Não;Sim
11/06/2019;3,071361955;;0,8;Não;Sim
12/06/2019;3,264594223;;0;Não;Sim
13/06/2019;3,061401529;;0;Não;Sim
14/06/2019;2,979726034;;2,4;Não;Sim
15/06/2019;2,894265577;;0,2;Não;Sim
16/06/2019;2,747648104;;0;Não;Sim
17/06/2019;2,627525364;;0;Não;Sim
18/06/2019;2,536885485;;0;Não;Sim
19/06/2019;2,660593979;;0;Não;Sim
20/06/2019;2,441464602;;0;Não;Sim
21/06/2019;2,464572791;;0,8;Não;Sim
22/06/2019;2,908608591;;5;Não;Sim
23/06/2019;2,846853949;;0,2;Não;Sim
24/06/2019;2,692666551;;0;Não;Sim
25/06/2019;2,635692913;;0;Não;Sim
26/06/2019;2,51337888;;0,2;Não;Sim
27/06/2019;2,416364328;;0;Não;Sim
28/06/2019;2,313971147;;0;Não;Sim
29/06/2019;2,237475074;;0;Não;Sim
30/06/2019;2,231100401;;0;Não;Sim
01/07/2019;2,204605667;;0;Não;Sim
02/07/2019;2,122531756;;0,2;Não;Sim
03/07/2019;2,047031725;;0;Não;Sim
04/07/2019;1,998823262;;0;Não;Sim
05/07/2019;1,950614799;;0;Não;Sim
06/07/2019;1,940455165;;0;Não;Sim
07/07/2019;1,942646458;;0;Não;Sim
08/07/2019;1,883680735;;0;Não;Sim
09/07/2019;1,883879944;;0;Não;Sim
10/07/2019;1,881887859;;0;Não;Sim
11/07/2019;1,818937965;;0;Não;Sim
12/07/2019;1,802602866;;0;Não;Sim
13/07/2019;1,760171451;;0;Não;Sim
14/07/2019;1,778697843;;0;Não;Sim
15/07/2019;1,731684632;;0;Não;Sim
16/07/2019;1,662758482;;0;Não;Sim
17/07/2019;1,674710994;;1;Não;Sim
18/07/2019;1,696026306;;0;Não;Sim
19/07/2019;1,750609441;;1;Não;Sim
20/07/2019;1,792044814;;0,2;Não;Sim
21/07/2019;1,787662227;;0;Não;Sim
22/07/2019;1,784275682;;0;Não;Sim
23/07/2019;1,707381192;;0;Não;Sim
24/07/2019;1,632279578;;0;Não;Sim
25/07/2019;1,572517021;;0;Não;Sim
26/07/2019;1,4808811;;0;Não;Sim
27/07/2019;1,281672576;;0;Não;Sim
28/07/2019;1,257767553;;0;Não;Sim
29/07/2019;1,247807127;;0;Não;Sim
30/07/2019;1,255775468;;0,2;Não;Sim
31/07/2019;1,235854615;;0;Não;Sim
01/08/2019;1,242627705;;0;Não;Sim
02/08/2019;1,186849319;;0;Não;Sim
03/08/2019;1,210754341;;0;Não;Sim
04/08/2019;1,196809745;;2,2;Não;Sim
05/08/2019;1,224698938;;6,6;Não;Sim
06/08/2019;1,306374433;;3,2;Não;Sim
07/08/2019;1,346216138;;1;Não;Sim
08/08/2019;1,296414007;;0,2;Não;Sim
09/08/2019;1,270516899;;0;Não;Sim
10/08/2019;1,202786;;0;Não;Sim
11/08/2019;1,147007614;;0;Não;Sim
12/08/2019;1,063340034;;0;Não;Sim
13/08/2019;1,051387522;;0;Não;Sim
14/08/2019;1,113142165;;3,4;Não;Sim
15/08/2019;1,372113246;;5,4;Não;Sim
16/08/2019;1,370121161;;0,2;Não;Sim
17/08/2019;1,162944296;;0;Não;Sim
18/08/2019;1,097205483;;0;Não;Sim
19/08/2019;1,085252971;;0;Não;Sim
20/08/2019;1,053379608;;0;Não;Sim
21/08/2019;1,11911842;;8,2;Não;Sim
22/08/2019;1,272508984;;0,8;Não;Sim
23/08/2019;1,382073672;;4,2;Não;Sim
24/08/2019;1,995635926;;6,4;Não;Sim
25/08/2019;1,919936687;;1,2;Não;Sim
26/08/2019;1,708775651;;0;Não;Sim
27/08/2019;1,525503809;;0;Não;Sim
28/08/2019;1,348208223;;0;Não;Sim
29/08/2019;1,266532728;;0;Não;Sim
30/08/2019;1,23665145;;0;Não;Sim
31/08/2019;1,181669897;;0;Não;Sim
01/09/2019;1,135055102;;0;Não;Sim
02/09/2019;1,075292545;;0;Não;Sim
03/09/2019;1,062144783;;0;Não;Sim
04/09/2019;1,015131571;;0;Não;Sim
05/09/2019;0,981266122;;0;Não;Sim
06/09/2019;1,206371754;;6,8;Não;Sim
07/09/2019;1,263743809;;2,4;Não;Sim
08/09/2019;1,150394159;;0;Não;Sim
09/09/2019;1,037442926;;0;Não;Sim
10/09/2019;0,981863747;;0;Não;Sim
11/09/2019;0,961743686;;0;Não;Sim
12/09/2019;0,905566883;;0;Não;Sim
13/09/2019;0,869709348;;0;Não;Sim
14/09/2019;0,837757177;;0;Não;Sim
15/09/2019;0,816321464;;0;Não;Sim
16/09/2019;0,816321464;;0;Não;Sim
17/09/2019;0,840839436;;0;Não;Sim
18/09/2019;0,816321464;;0;Não;Sim
19/09/2019;0,816321464;;0;Não;Sim
20/09/2019;0,816321464;;0;Não;Sim
21/09/2019;0,816321464;;0;Não;Sim
22/09/2019;0,849201355;;1;Não;Sim
23/09/2019;1,276692363;;12;Não;Sim
24/09/2019;1,205973337;;1,8;Não;Sim
25/09/2019;1,071706792;;0;Não;Sim
26/09/2019;1,343427218;;4,6;Não;Sim
27/09/2019;4,246891455;;12;Não;Sim
28/09/2019;3,50663258;;1;Não;Sim
29/09/2019;2,281500158;;3,2;Não;Sim
30/09/2019;2,427918423;;1,8;Não;Sim
01/10/2019;2,241658453;;1,2;Não;Sim
02/10/2019;1,931889198;;0,2;Não;Sim
03/10/2019;1,553393003;;0;Não;Sim
04/10/2019;1,386057843;;0;Não;Sim
05/10/2019;1,316334859;;0;Não;Sim
06/10/2019;1,581282196;;0;Não;Sim
07/10/2019;1,427891633;;0;Não;Sim
08/10/2019;1,178880978;;0;Não;Sim
09/10/2019;1,07728463;;0;Não;Sim
10/10/2019;8,049582969;;18,2;Não;Sim
11/10/2019;3,308420099;;0,077866622;Sim;Sim
12/10/2019;2,145042319;;0,041816525;Sim;Sim
13/10/2019;1,680886458;;0,044552074;Sim;Sim
14/10/2019;1,340239882;;0;Sim;Sim
15/10/2019;1,131070932;;0,041617013;Sim;Sim
16/10/2019;1,041427096;;0,371670543;Sim;Sim
17/10/2019;0,943814919;;0,047084013;Sim;Sim
18/10/2019;0,884180884;;0;Sim;Sim
19/10/2019;1,54045564;;0,294572463;Sim;Sim
20/10/2019;2,005336515;;1,983467915;Sim;Sim
21/10/2019;2,266559518;;0,836196331;Sim;Sim
22/10/2019;2,778525425;;1,631863488;Sim;Sim
23/10/2019;3,167569188;;0,496776318;Sim;Sim
24/10/2019;3,071361955;;0,186258192;Sim;Sim
25/10/2019;2,740675805;;0,012818675;Sim;Sim
26/10/2019;2,645055714;;0,467879298;Sim;Sim
27/10/2019;3,714805488;;8,525773041;Sim;Sim
28/10/2019;3,218776263;;0,797850594;Sim;Sim
29/10/2019;1,939605907;;0;Não;Sim
30/10/2019;1,059355863;;0;Não;Sim
31/10/2019;1,276493154;;3,8;Não;Sim
01/11/2019;15,29878116;;0,2;Não;Sim
02/11/2019;13,96806822;;37,4;Não;Sim
03/11/2019;10,59347582;;0;Não;Sim
04/11/2019;4,619212186;;0;Não;Sim
05/11/2019;2,730736349;;0;Não;Sim
06/11/2019;2,097232273;;0;Não;Sim
07/11/2019;2,017548863;;17,2;Não;Sim
08/11/2019;1,856189959;;0;Não;Sim
09/11/2019;2,06934308;;26;Não;Sim
10/11/2019;1,728696504;;0;Não;Sim
11/11/2019;1,475701678;;0;Não;Sim
12/11/2019;2,330306246;;29,6;Não;Sim
13/11/2019;9,565559836;;6,6;Não;Sim
14/11/2019;15,08562804;;0,2;Não;Sim
15/11/2019;15,96612971;;14,6;Não;Sim
16/11/2019;19,30287249;;4,2;Não;Sim
17/11/2019;21,74716108;;10,2;Não;Sim
18/11/2019;24,85082988;;3,6;Não;Sim
19/11/2019;22,15553855;;23;Não;Sim
20/11/2019;51,91317651;;11,6;Não;Sim
21/11/2019;59,18043481;;37;Não;Sim
22/11/2019;32,6757407;;9,6;Não;Sim
23/11/2019;23,54999822;;5,8;Não;Sim
24/11/2019;38,19780098;;25,8;Não;Sim
25/11/2019;19,15545818;;7,6;Não;Sim
26/11/2019;12,37041585;;0;Não;Sim
27/11/2019;8,951997582;;0;Não;Sim
28/11/2019;6,866284337;;0;Não;Sim
29/11/2019;12,32658998;;82,4;Não;Sim
30/11/2019;14,31385227;;4,4;Não;Sim
01/12/2019;15,06769927;;9,6;Não;Sim
02/12/2019;42,74971576;;44,6;Não;Sim
03/12/2019;28,20350934;;30,4;Não;Sim
04/12/2019;22,40255712;;2,2;Não;Sim
05/12/2019;23,41453642;;0;Não;Sim
06/12/2019;51,46907285;;15,4;Não;Sim
07/12/2019;53,27788625;;43;Não;Sim
08/12/2019;26,01619974;;0,8;Não;Sim
09/12/2019;18,9363288;;0;Não;Sim
10/12/2019;14,23699972;;2,6;Não;Sim
11/12/2019;11,26879272;;0;Não;Sim
12/12/2019;9,67711661;;2,2;Não;Sim
13/12/2019;7,944002451;;0;Não;Sim
14/12/2019;6,694965006;;0;Não;Sim
15/12/2019;5,941956785;;0,8;Não;Sim
16/12/2019;5,007668808;;0;Não;Sim
17/12/2019;4,43793243;;0;Não;Sim
18/12/2019;3,949871546;;0;Não;Sim
19/12/2019;3,621177481;;0;Não;Sim
20/12/2019;3,396071849;;0;Não;Sim
21/12/2019;2,963789352;;0;Não;Sim
22/12/2019;2,633103203;;0;Não;Sim
23/12/2019;3,451850236;;11,6;Não;Sim
24/12/2019;5,322418276;;0,2;Não;Sim
25/12/2019;13,28677506;;35,4;Não;Sim
26/12/2019;9,029688907;;6,8;Não;Sim
27/12/2019;8,800599104;;3;Não;Sim
28/12/2019;24,73528894;;0;Não;Sim
29/12/2019;31,07808834;;0;Não;Sim
30/12/2019;14,06368831;;0;Não;Sim
31/12/2019;18,07625124;;0;Não;Sim
01/01/2020;17,53788497;;1,6;Não;Sim
02/01/2020;10,10939911;;0;Não;Sim
03/01/2020;13,3903635;;4,4;Não;Sim
04/01/2020;20,53995742;;28,8;Não;Sim
05/01/2020;52,67826859;;24,6;Não;Sim
06/01/2020;22,28103992;;0;Não;Sim
07/01/2020;14,97606335;;0;Não;Sim
08/01/2020;11,45604873;;0;Não;Sim
09/01/2020;9,493844768;;0;Não;Sim
10/01/2020;8,465928784;;0;Não;Sim
11/01/2020;7,122466498;;0;Não;Sim
12/01/2020;6,670063941;;0;Não;Sim
13/01/2020;7,68503137;;5,2;Não;Sim
14/01/2020;7,114896575;;5,6;Não;Sim
15/01/2020;6,683211703;;1;Não;Sim
16/01/2020;5,655893345;;0,2;Não;Sim
17/01/2020;9,151803732;;17,2;Não;Sim
18/01/2020;18,90843961;;23,6;Não;Sim
19/01/2020;13,77085178;;1,6;Não;Sim
20/01/2020;23,40856017;;1,4;Não;Sim
21/01/2020;34,21163842;;19,6;Não;Sim
22/01/2020;29,06409016;;8,4;Não;Sim
23/01/2020;59,21868285;;19;Não;Sim
24/01/2020;148,0712624;;48,6;Não;Sim
25/01/2020;;;80,8;Não;Sim
26/01/2020;;;0,2;Não;Sim
27/01/2020;;;127,2;Não;Sim
28/01/2020;;;11,4;Não;Sim
29/01/2020;;;44;Não;Sim
30/01/2020;;;175,2;Não;Sim
31/01/2020;;;18,4;Não;Sim
01/02/2020;;;19,6;Não;Sim
02/02/2020;;;16,2;Não;Sim
03/02/2020;;;46,2;Não;Sim
04/02/2020;;;91,8;Não;Sim
05/02/2020;;;0;Não;Sim
06/02/2020;;;6;Não;Sim
07/02/2020;;;2;Não;Sim
08/02/2020;;;22,2;Não;Sim
09/02/2020;;;1;Não;Sim
10/02/2020;;;0,6;Não;Sim
11/02/2020;;;3,2;Não;Sim
12/02/2020;;;27;Não;Sim
13/02/2020;;;15,6;Não;Sim
14/02/2020;;;33,6;Não;Sim
15/02/2020;;;8,6;Não;Sim
16/02/2020;;;0;Não;Sim
17/02/2020;;;0;Não;Sim
18/02/2020;;;0;Não;Sim
19/02/2020;;;0;Não;Sim
20/02/2020;;;0;Não;Sim
21/02/2020;;;0;Não;Sim
22/02/2020;;;7,4;Não;Sim
23/02/2020;;;65,4;Não;Sim
24/02/2020;;;1;Não;Sim
25/02/2020;;;0,6;Não;Sim
26/02/2020;;;0;Não;Sim
27/02/2020;;;3;Não;Sim
28/02/2020;;;68,4;Não;Sim
29/02/2020;;;26;Não;Sim
01/03/2020;;;3,2;Não;Sim
02/03/2020;;;39,4;Não;Sim
03/03/2020;;;6;Não;Sim
04/03/2020;;;3,2;Não;Sim
05/03/2020;;;10,6;Não;Sim
06/03/2020;;;23,8;Não;Sim
07/03/2020;;;10,2;Não;Sim
08/03/2020;;;2,2;Não;Sim
09/03/2020;;;0;Não;Sim
10/03/2020;;;1;Não;Sim
11/03/2020;;;0;Não;Sim
12/03/2020;;;0,2;Não;Sim
13/03/2020;;;1,8;Não;Sim
14/03/2020;;;41,4;Não;Sim
