data;vazao;nivel;chuva;Interpolado chuva;Interpolado vazão
02/06/2021;4,139119644;;0,231786451;Sim;Sim
03/06/2021;3,824370176;;0,134904319;Sim;Sim
04/06/2021;3,657035016;;0;Não;Sim
05/06/2021;3,541494072;;0;Não;Sim
06/06/2021;3,812417664;;1,4;Não;Sim
07/06/2021;3,844291028;;0;Não;Sim
08/06/2021;3,744686766;;0;Não;Sim
09/06/2021;3,684924209;;0;Não;Sim
10/06/2021;3,804449323;;0,2;Não;Sim
11/06/2021;3,752655107;;0;Não;Sim
12/06/2021;3,804449323;;29,8;Não;Sim
13/06/2021;3,840306858;;0,4;Não;Sim
14/06/2021;3,645082504;;0;Não;Sim
15/06/2021;3,429937298;;0;Não;Sim
16/06/2021;3,310412184;;0;Não;Sim
17/06/2021;3,302443843;;0;Não;Sim
18/06/2021;3,334317207;;2,6;Não;Sim
19/06/2021;3,318380525;;0;Não;Sim
20/06/2021;3,310412184;;0;Não;Sim
21/06/2021;3,302443843;;0;Não;Sim
22/06/2021;3,27455465;;0;Não;Sim
23/06/2021;3,302443843;;0,2;Não;Sim
24/06/2021;3,186902899;;0;Não;Sim
25/06/2021;3,140288104;;0;Não;Sim
26/06/2021;3,182121895;;0;Não;Sim
27/06/2021;3,119968835;;0;Não;Sim
28/06/2021;3,037098089;;0;Não;Sim
29/06/2021;3,000842138;;0;Não;Sim
30/06/2021;3,037098089;;0;Não;Sim
01/07/2021;3,026739246;;0;Não;Sim
02/07/2021;2,9438685;;0;Não;Sim
03/07/2021;2,949047921;;0;Não;Sim
04/07/2021;2,886894862;;0;Não;Sim
05/07/2021;2,88171544;;0;Não;Sim
06/07/2021;2,88171544;;0;Não;Sim
07/07/2021;2,907612549;;0;Não;Sim
08/07/2021;2,91279197;;0;Não;Sim
09/07/2021;2,88171544;;0;Não;Sim
10/07/2021;2,88171544;;0;Não;Sim
11/07/2021;2,88171544;;0;Não;Sim
12/07/2021;2,88171544;;0;Não;Sim
13/07/2021;2,88171544;;0;Não;Sim
14/07/2021;2,88171544;;0;Não;Sim
15/07/2021;2,892074284;;0;Não;Sim
16/07/2021;2,88171544;;0;Não;Sim
17/07/2021;2,88171544;;0;Não;Sim
18/07/2021;2,88171544;;0;Não;Sim
19/07/2021;2,876536019;;0;Não;Sim
20/07/2021;2,814382959;;0,2;Não;Sim
21/07/2021;2,72115337;;0;Não;Sim
22/07/2021;2,638282624;;0;Não;Sim
23/07/2021;2,653820889;;0;Não;Sim
24/07/2021;2,648641467;;0;Não;Sim
25/07/2021;2,613979184;;0;Não;Sim
26/07/2021;2,613979184;;0;Não;Sim
27/07/2021;2,633103203;;0;Não;Sim
28/07/2021;2,638282624;;0;Não;Sim
29/07/2021;2,633103203;;0,2;Não;Sim
30/07/2021;0,662765957;90,42553191;0;Não;Não
31/07/2021;0,6228125;89,09375;0;Não;Não
01/08/2021;0,6265625;89,21875;2,4;Não;Não
02/08/2021;0,65;90;0;Não;Não
03/08/2021;0,6465625;89,88541667;0;Não;Não
04/08/2021;0,6534375;90,11458333;0;Não;Não
05/08/2021;0,6515625;90,05208333;0;Não;Não
06/08/2021;2,276145833;117,34375;0,6;Não;Não
07/08/2021;4,02;146;0,6;Não;Não
08/08/2021;3,9721875;145,46875;0,2;Não;Não
09/08/2021;3,839375;144,09375;0;Não;Não
10/08/2021;3,74;143;0;Não;Não
11/08/2021;3,613548387;141;0;Não;Não
12/08/2021;2,166153846;123,2692308;0,4;Não;Não
13/08/2021;2,21;124;3,4;Não;Não
14/08/2021;2,400294118;126,8382353;0;Não;Não
15/08/2021;2,29;125,1428571;1,8;Não;Não
16/08/2021;2,273194444;124,9027778;0,6;Não;Não
17/08/2021;2,359594595;126,2162162;3,4;Não;Não
18/08/2021;2,406470588;126,9411765;0;Não;Não
19/08/2021;2,241911765;124,4558824;0;Não;Não
20/08/2021;2,102166667;122,3166667;0;Não;Não
21/08/2021;2,021153846;121,0192308;0;Não;Não
22/08/2021;2,02;121;0;Não;Não
23/08/2021;1,994285714;120,5714286;0;Não;Não
24/08/2021;1,96;120;0;Não;Não
25/08/2021;1,901875;119,03125;0;Não;Não
26/08/2021;1,873461538;118,5576923;0;Não;Não
27/08/2021;1,86625;118,4375;0;Não;Não
28/08/2021;1,9;119;0;Não;Não
29/08/2021;1,9;119;0;Não;Não
30/08/2021;0,993218633;;0;Não;Sim
31/08/2021;1,9;119;0;Não;Não
01/09/2021;4,731363636;153,1590909;16,4;Não;Não
02/09/2021;6,052083333;165,4375;13;Não;Não
03/09/2021;6,371458333;168,1458333;0;Não;Não
04/09/2021;3,715;142,6818182;0;Não;Não
05/09/2021;2,885;133,25;0;Não;Não
06/09/2021;2,501666667;128,25;0;Não;Não
07/09/2021;2,28;125;0;Não;Não
08/09/2021;2,35;126;0;Não;Não
09/09/2021;2,006791603;;0;Sim;Sim
10/09/2021;1,992448589;;0,468830435;Sim;Sim
11/09/2021;1,796427402;;0;Sim;Sim
12/09/2021;1,728696504;;0,007712881;Sim;Sim
13/09/2021;1,627896991;;0;Sim;Sim
14/09/2021;1,822722927;;0,031288376;Sim;Sim
15/09/2021;2,832311726;;0,003195505;Sim;Sim
16/09/2021;2,728723294;;0,023018838;Sim;Sim
17/09/2021;2,35;126;0;Não;Não
18/09/2021;2,35;126;0;Não;Não
19/09/2021;2,81159404;;0;Sim;Sim
20/09/2021;2,35;126;0;Não;Não
21/09/2021;2,74944098;;0;Sim;Sim
22/09/2021;2,728723294;;0,992151862;Sim;Sim
23/09/2021;2,728723294;;0,501503331;Sim;Sim
24/09/2021;2,656211391;;0,026238312;Sim;Sim
25/09/2021;2,35;126;0;Não;Não
26/09/2021;2,635493705;;0;Sim;Sim
27/09/2021;2,640673126;;0;Sim;Sim
28/09/2021;2,920361894;;2,667519582;Sim;Sim
29/09/2021;2,35;126;0;Não;Não
30/09/2021;2,35;126;0;Não;Não
01/10/2021;2,35;126;0;Não;Não
02/10/2021;2,35;126;0;Não;Não
03/10/2021;2,35;126;0;Não;Não
04/10/2021;2,35;126;0;Não;Não
05/10/2021;2,35;126;0;Não;Não
06/10/2021;2,359873418;126,1518987;0;Não;Não
07/10/2021;2,4366;127,38;16,2;Não;Não
08/10/2021;3,48093468;;0;Não;Sim
09/10/2021;3,47296634;;0,349901954;Sim;Sim
10/10/2021;4,286533951;;4,930211196;Sim;Sim
11/10/2021;6,3375;167,875;19,8;Não;Não
12/10/2021;35,52800835;;33,2;Não;Sim
13/10/2021;15,69162037;;0;Não;Sim
14/10/2021;10,97;203,5;1;Não;Não
15/10/2021;7,968704308;;0,109015835;Sim;Sim
16/10/2021;7,595785951;;0,148545094;Sim;Sim
17/10/2021;14,79239309;;11,98539085;Sim;Sim
18/10/2021;27,97441954;;2,741144164;Sim;Sim
19/10/2021;52,0404029;;24,74724423;Sim;Sim
20/10/2021;41,75486839;;7,731770447;Sim;Sim
21/10/2021;26,07914964;;11,18055066;Sim;Sim
22/10/2021;21,72368421;269,1052632;0;Não;Não
23/10/2021;15,93;237;0,2;Não;Não
24/10/2021;12,15458333;211,8333333;0;Não;Não
25/10/2021;10,355;199,3214286;4,6;Não;Não
26/10/2021;9,77;195,1428571;1,8;Não;Não
27/10/2021;9,491071429;193,1071429;0,2;Não;Não
28/10/2021;14,12071429;225,3214286;0;Não;Não
29/10/2021;19,62964286;258,5;3,2;Não;Não
30/10/2021;13,4240625;220,71875;3,2;Não;Não
31/10/2021;27,31357143;296,4285714;5,2;Não;Não
01/11/2021;56,72419371;;43,2;Não;Sim
02/11/2021;60,03526316;413;19;Não;Não
03/11/2021;30,36181818;310;0,2;Não;Não
04/11/2021;18,815;254,0625;0;Não;Não
05/11/2021;16,69958333;241,7083333;2,8;Não;Não
06/11/2021;15,268;232,85;4,2;Não;Não
07/11/2021;12,173;211,95;0;Não;Não
08/11/2021;11,38875;206,5625;5;Não;Não
09/11/2021;11,9215;210,2;0;Não;Não
10/11/2021;17,371875;245,6875;29;Não;Não
11/11/2021;19,8375;259,1071429;14,2;Não;Não
12/11/2021;38,7995;343,8;24,4;Não;Não
13/11/2021;36,92454545;335,9090909;11,6;Não;Não
14/11/2021;24,52919355;283,7903226;3;Não;Não
15/11/2021;15,65058341;;0;Não;Sim
16/11/2021;15,72;235,6875;0;Não;Não
17/11/2021;16,029;237,6;0,8;Não;Não
18/11/2021;12,53;214,5;0;Não;Não
19/11/2021;11,02;204;0;Não;Não
20/11/2021;89,13502214;;13,8;Não;Sim
21/11/2021;44,90776289;;37,6;Não;Sim
22/11/2021;43,87125;362,625;2;Não;Não
23/11/2021;29,575625;307,0625;0;Não;Não
24/11/2021;22,1975;272,25;0;Não;Não
25/11/2021;18,19;250,5;0;Não;Não
26/11/2021;15,73;235,75;0;Não;Não
27/11/2021;17,58483036;;6,970583749;Sim;Sim
28/11/2021;16,61754158;;3,229866592;Sim;Sim
29/11/2021;19,544025;;8,886789343;Sim;Sim
30/11/2021;16,01712709;;1,459316141;Sim;Sim
01/12/2021;19,56662457;;11,86046761;Sim;Sim
02/12/2021;16,07850875;;1,856332177;Sim;Sim
03/12/2021;14,86881287;;2,960218609;Sim;Sim
04/12/2021;15,17646712;;6,514349487;Sim;Sim
05/12/2021;13,34255345;;0,453679011;Sim;Sim
06/12/2021;12,18;212;62,4;Não;Não
07/12/2021;21,16945636;;1,452761812;Sim;Sim
08/12/2021;34,821;328,75;72,4;Não;Não
09/12/2021;25,9665;290,7;14,6;Não;Não
10/12/2021;18,6275;253;0;Não;Não
11/12/2021;16,11;238,125;0;Não;Não
12/12/2021;14,31;226,6666667;0;Não;Não
13/12/2021;12,55916667;214,7083333;0;Não;Não
14/12/2021;12,39830505;;0;Não;Sim
15/12/2021;11,855;209,75;0,051596008;Sim;Não
16/12/2021;10,82276483;;22,4;Não;Sim
17/12/2021;10,56439138;;0,53158869;Sim;Sim
18/12/2021;11,281875;205,8125;5;Não;Não
19/12/2021;12,66942785;;0;Não;Sim
20/12/2021;13,58817756;;5,026397637;Sim;Sim
21/12/2021;19,61284095;;6,90422992;Sim;Sim
22/12/2021;16,79344271;;3,141863918;Sim;Sim
23/12/2021;26,03;291;14,26585873;Sim;Não
24/12/2021;16,13665221;;63,2;Não;Sim
25/12/2021;19,52375;258;1,8;Não;Não
26/12/2021;20,4725;263,1666667;0;Não;Não
27/12/2021;12,95181956;;2,359396411;Sim;Sim
28/12/2021;13,53598493;;7,42868599;Sim;Sim
29/12/2021;44,84738151;;24,79376485;Sim;Sim
30/12/2021;37,11570028;;11,77151339;Sim;Sim
31/12/2021;24,54464638;;1,394635306;Sim;Sim
01/01/2022;21,75353575;;3,449215183;Sim;Sim
02/01/2022;21,18160808;;3,607217904;Sim;Sim
03/01/2022;18,78951212;;1,31550482;Sim;Sim
04/01/2022;17,33409465;;2,086531708;Sim;Sim
05/01/2022;15,02367418;;0,577763303;Sim;Sim
06/01/2022;16,54463126;;12,07016904;Sim;Sim
07/01/2022;32,32593053;;14,15211803;Sim;Sim
08/01/2022;38,05855423;;22,57783677;Sim;Sim
09/01/2022;63,3096291;;45,68884973;Sim;Sim
10/01/2022;64,28455561;;0;Não;Sim
11/01/2022;65,4;429,5;0,4;Não;Não
12/01/2022;29,20632505;;0;Não;Sim
13/01/2022;21,57683779;;0,052436997;Sim;Sim
14/01/2022;17,33608673;;0,089602566;Sim;Sim
15/01/2022;14,46768319;;0,003285273;Sim;Sim
16/01/2022;13,29613786;;0,005782382;Sim;Sim
17/01/2022;12,69472733;;0,886640687;Sim;Sim
18/01/2022;11,51860021;;0,16081415;Sim;Sim
19/01/2022;10,54028714;;0,38843294;Sim;Sim
20/01/2022;10,44725676;;9,901874325;Sim;Sim
21/01/2022;9,505199653;;0,293097087;Sim;Sim
22/01/2022;8,809961905;;0,011661606;Sim;Sim
23/01/2022;8,202774324;;0,0759725;Sim;Sim
24/01/2022;7,866510335;;0,001095861;Sim;Sim
25/01/2022;12,79931181;;0,235579401;Sim;Sim
26/01/2022;20,84053571;264,6607143;21,6;Não;Não
27/01/2022;11,29767795;;0;Não;Sim
28/01/2022;10,24884507;;0,072568263;Sim;Sim
29/01/2022;11,49549202;;2,122161142;Sim;Sim
30/01/2022;13,27561939;;5,377098937;Sim;Sim
31/01/2022;18,153125;250,1875;0,8;Não;Não
01/02/2022;12,34333333;213,1666667;0;Não;Não
02/02/2022;26,89451013;;0;Não;Sim
03/02/2022;28,57941582;;14,95609581;Sim;Sim
04/02/2022;18,60066244;;5,583167231;Sim;Sim
05/02/2022;30,90955793;;5,817260167;Sim;Sim
06/02/2022;38,69661913;;2,061422531;Sim;Sim
07/02/2022;26,40286349;;1,439260783;Sim;Sim
08/02/2022;30,88096154;312,6730769;65,8;Não;Não
09/02/2022;31,93588024;;0;Não;Sim
10/02/2022;36,93003794;;12,91563465;Sim;Sim
11/02/2022;35,30768372;;18,05630466;Sim;Sim
12/02/2022;30,29778855;;7,871177085;Sim;Sim
13/02/2022;25,17992236;;1,781131931;Sim;Sim
14/02/2022;33,34791667;322,9791667;71,2;Não;Não
15/02/2022;68,87875;438,5;0;Não;Não
16/02/2022;72,9825;447,3055556;0;Não;Não
17/02/2022;11,87976526;;4,4;Não;Sim
18/02/2022;8,838249515;;8,339473527;Sim;Sim
19/02/2022;7,856350701;;15,53984643;Sim;Sim
20/02/2022;1,133823631;;13,86929275;Sim;Sim
21/02/2022;0,013112695;;1,226017728;Sim;Sim
22/02/2022;;;3,433443141;Sim;Sim
23/02/2022;;;0,110455598;Sim;Sim
24/02/2022;;;3,799462587;Sim;Sim
25/02/2022;;;3,589801819;Sim;Sim
26/02/2022;22,79766424;;0,26960743;Sim;Sim
27/02/2022;22,624077;;56,6;Não;Sim
28/02/2022;15,09080746;;14,73359866;Sim;Sim
01/03/2022;9,074909242;;0,104739151;Sim;Sim
02/03/2022;7,703358554;;0,021736047;Sim;Sim
03/03/2022;6,680422784;;0,004952629;Sim;Sim
04/03/2022;5,904107166;;0,199846728;Sim;Sim
05/03/2022;5,129584425;;0,06603387;Sim;Sim
06/03/2022;4,566584916;;0,064997586;Sim;Sim
07/03/2022;4,114218578;;0,0683518;Sim;Sim
08/03/2022;3,690502048;;0,140858403;Sim;Sim
09/03/2022;4,226572186;;2,233468526;Sim;Sim
10/03/2022;9,545439775;;2,894592456;Sim;Sim
11/03/2022;4,153661866;;3,093379477;Sim;Sim
12/03/2022;3,237701073;;0,182946421;Sim;Sim
13/03/2022;2,785696932;;0,008580123;Sim;Sim
14/03/2022;2,415368286;;0,2;Não;Sim
15/03/2022;2,178907768;;0,328913173;Sim;Sim
16/03/2022;1,944638544;;0,248748263;Sim;Sim
17/03/2022;1,726704418;;0,092680992;Sim;Sim
18/03/2022;1,626303322;;0,066146558;Sim;Sim
19/03/2022;1,387253094;;0;Sim;Sim
20/03/2022;1,213144844;;0,003556901;Sim;Sim
21/03/2022;3,031121833;;1,512407311;Sim;Sim
22/03/2022;1,675707036;;3,441616506;Sim;Sim
23/03/2022;1,144417903;;1,8;Não;Sim
24/03/2022;0,962739729;;0;Não;Sim
25/03/2022;0,716318785;;0;Não;Sim
26/03/2022;0,58205224;;0,016597658;Sim;Sim
27/03/2022;0,463722377;;0;Não;Sim
28/03/2022;0,391851406;;0;Não;Sim
29/03/2022;0,308322893;;0;Não;Sim
30/03/2022;0,533644569;;0,8;Não;Sim
31/03/2022;0,65496256;;0,2;Não;Sim
01/04/2022;1,508969502;;0;Não;Sim
02/04/2022;1,434863931;;0;Não;Sim
03/04/2022;38,37645161;342;22;Não;Não
04/04/2022;42,8596875;356,75;0,6;Não;Não
05/04/2022;17,4534375;245,0625;0;Não;Não
06/04/2022;20,06525;260,3;0;Não;Não
07/04/2022;16,83035714;242,4285714;0;Não;Não
08/04/2022;12,76972222;216,1388889;0;Não;Não
09/04/2022;11,22;205,3928571;0;Não;Não
10/04/2022;10,358125;199,34375;0;Não;Não
11/04/2022;10,104375;197,53125;0;Não;Não
12/04/2022;9,285;191,5625;0;Não;Não
13/04/2022;8,7325;187,4;0;Não;Não
14/04/2022;8,3745;184,65;2,2;Não;Não
15/04/2022;18,94708333;253,8333333;6,2;Não;Não
16/04/2022;13,1715;218,825;2,6;Não;Não
17/04/2022;0,796400612;;0;Não;Sim
18/04/2022;9,08;190;0;Não;Não
19/04/2022;0,348978267;;0,015417607;Sim;Sim
20/04/2022;0,180447856;;0,008550547;Sim;Sim
21/04/2022;7,675;179,125;0;Não;Não
22/04/2022;7,41;177;0;Não;Não
23/04/2022;7,185;175,125;0;Não;Não
24/04/2022;-0,160597137;;0,001681975;Sim;Sim
25/04/2022;-0,015174915;;4,434786871;Sim;Sim
26/04/2022;-0,192470501;;0,107422099;Sim;Sim
27/04/2022;-0,25342831;;1,420432093;Sim;Sim
28/04/2022;-0,402834703;;0,039592143;Sim;Sim
29/04/2022;-0,443473242;;0,275486412;Sim;Sim
30/04/2022;-0,462796468;;0,666585977;Sim;Sim
01/05/2022;-0,503634216;;0,011580069;Sim;Sim
02/05/2022;-0,537101248;;0,005043115;Sim;Sim
03/05/2022;-0,582919208;;0,088598911;Sim;Sim
04/05/2022;-0,603636895;;0,000533328;Sim;Sim
05/05/2022;-0,590688341;;0,354454796;Sim;Sim
06/05/2022;-0,296058934;;1,424327877;Sim;Sim
07/05/2022;-0,37892968;;0,547781281;Sim;Sim
08/05/2022;-0,528933698;;0,010620971;Sim;Sim
09/05/2022;-0,620370411;;0,032666576;Sim;Sim
10/05/2022;-0,652044566;;0,003768343;Sim;Sim
11/05/2022;-0,659813699;;0,010318777;Sim;Sim
12/05/2022;-0,675351963;;0,017609438;Sim;Sim
13/05/2022;-0,675351963;;0,021362183;Sim;Sim
14/05/2022;-0,675351963;;0,008756263;Sim;Sim
15/05/2022;-0,675351963;;0,014830722;Sim;Sim
16/05/2022;-0,7136;;0,046744579;Sim;Sim
17/05/2022;-0,675351963;;2,491232574;Sim;Sim
18/05/2022;;;0,129091473;Sim;Sim
19/05/2022;;;0,028550014;Sim;Sim
20/05/2022;;;0,000533328;Sim;Sim
21/05/2022;;;0,073888862;Sim;Sim
22/05/2022;;;0,007019681;Sim;Sim
23/05/2022;;;0,015950935;Sim;Sim
24/05/2022;;;0,00496835;Sim;Sim
25/05/2022;;;0,43442554;Sim;Sim
26/05/2022;;;0,076013492;Sim;Sim
27/05/2022;;;1,192844511;Sim;Sim
28/05/2022;;;3,62858457;Sim;Sim
29/05/2022;;;0,569857331;Sim;Sim
30/05/2022;;;0,085652705;Sim;Sim
31/05/2022;;;0,056101123;Sim;Sim
01/06/2022;;;0,008702279;Sim;Sim
02/06/2022;;;0,020647406;Sim;Sim
03/06/2022;;;0,00238294;Sim;Sim
04/06/2022;;;1,242470199;Sim;Sim
05/06/2022;;;0,158434611;Sim;Sim
06/06/2022;;;0,108187163;Sim;Sim
07/06/2022;;;0,016618365;Sim;Sim
08/06/2022;;;0,031017417;Sim;Sim
09/06/2022;;;0,00182047;Sim;Sim
10/06/2022;;;0,003841306;Sim;Sim
11/06/2022;;;0,189901875;Sim;Sim
12/06/2022;;;2,744677158;Sim;Sim
13/06/2022;;;0,342032996;Sim;Sim
14/06/2022;;;4,720785121;Sim;Sim
15/06/2022;;;0,016497479;Sim;Sim
16/06/2022;4,643333333;152,3333333;6,4;Não;Não
17/06/2022;4,64125;152,3125;0;Não;Não
18/06/2022;4,64125;152,3125;0;Não;Não
19/06/2022;4,6475;152,375;0;Não;Não
20/06/2022;4,64125;152,3125;0;Não;Não
21/06/2022;4,6475;152,375;0;Não;Não
22/06/2022;;;3,641814224;Sim;Sim
23/06/2022;;;0,075057013;Sim;Sim
24/06/2022;;;0,016651684;Sim;Sim
25/06/2022;;;0,524380761;Sim;Sim
26/06/2022;4,643333333;152,3333333;0;Não;Não
27/06/2022;4,643333333;152,3333333;0;Não;Não
28/06/2022;4,64125;152,3125;0;Não;Não
29/06/2022;4,64125;152,3125;0;Não;Não
30/06/2022;4,64125;152,3125;0;Não;Não
01/07/2022;4,64;152,3;0;Não;Não
02/07/2022;4,64;152,3;0;Não;Não
03/07/2022;4,6475;152,375;0;Não;Não
04/07/2022;4,64;152,3;0;Não;Não
05/07/2022;4,64125;152,3125;0;Não;Não
06/07/2022;4,64125;152,3125;0;Não;Não
07/07/2022;4,6475;152,375;0;Não;Não
08/07/2022;4,64125;152,3125;0;Não;Não
09/07/2022;4,64125;152,3125;0;Não;Não
10/07/2022;4,6475;152,375;0;Não;Não
11/07/2022;4,64125;152,3125;0;Não;Não
12/07/2022;4,64125;152,3125;0;Não;Não
13/07/2022;4,64125;152,3125;0;Não;Não
14/07/2022;4,639166667;152,2916667;0;Não;Não
15/07/2022;4,64125;152,3125;0;Não;Não
16/07/2022;4,655;152,45;0;Não;Não
17/07/2022;4,64125;152,3125;0;Não;Não
18/07/2022;4,64;152,3;0;Não;Não
19/07/2022;4,64125;152,3125;0;Não;Não
20/07/2022;4,643333333;152,3333333;0;Não;Não
21/07/2022;4,64;152,3;0;Não;Não
22/07/2022;4,64125;152,3125;0;Não;Não
23/07/2022;4,64125;152,3125;0;Não;Não
24/07/2022;;;0;Não;Sim
25/07/2022;4,643333333;152,3333333;0;Não;Não
26/07/2022;1,562158178;;0,173416148;Sim;Sim
27/07/2022;4,643333333;152,3333333;0;Não;Não
28/07/2022;1,559767675;;0,014818297;Sim;Sim
29/07/2022;4,6475;152,375;0;Não;Não
30/07/2022;4,6475;152,375;0;Não;Não
31/07/2022;1,332669958;;0;Não;Sim
01/08/2022;4,643333333;152,3333333;0;Não;Não
02/08/2022;4,64125;152,3125;0;Não;Não
03/08/2022;4,64125;152,3125;0;Não;Não
04/08/2022;4,64125;152,3125;0;Não;Não
05/08/2022;4,643333333;152,3333333;0;Não;Não
06/08/2022;1,432672637;;0,031562561;Sim;Sim
07/08/2022;4,6475;152,375;0;Não;Não
08/08/2022;4,643333333;152,3333333;0;Não;Não
09/08/2022;1,491888529;;0;Não;Sim
10/08/2022;4,6475;152,375;0;Não;Não
11/08/2022;4,64125;152,3125;0;Não;Não
12/08/2022;4,64125;152,3125;0;Não;Não
13/08/2022;4,64;152,3;0;Não;Não
14/08/2022;4,643333333;152,3333333;0;Não;Não
15/08/2022;4,638571429;152,2857143;0;Não;Não
16/08/2022;4,637777778;152,2777778;0;Não;Não
17/08/2022;4,64125;152,3125;0;Não;Não
